zip,lat,lon,radius_km
93313,35.16545,-119.04351,11.11
93314,35.39387,-119.24485,10.56
93401,35.23587,-120.61591,9.27
93402,35.29523,-120.83547,6.78
93405,35.30047,-120.73484,10.6
93407,35.30663,-120.66917,2.84
93408,35.32111,-120.7189,2.13
93409,35.32357,-120.69737,2.57
93410,35.30446,-120.65694,2.6
93420,35.17601,-120.47676,14.76
93422,35.46535,-120.68944,9.53
93424,35.19862,-120.78607,6.07
93426,35.84014,-120.97519,15.37
93427,34.64296,-120.23913,9.57
93428,35.585,-121.04147,9.98
93429,34.86766,-120.5399,4.39
93430,35.48477,-120.94417,9.69
93432,35.47852,-120.48144,10.35
93433,35.12089,-120.61966,3.34
93434,34.94027,-120.62007,6.34
93436,34.59993,-120.37653,15.71
93437,34.76064,-120.50888,8.4
93440,34.76863,-120.25826,8.03
93441,34.73313,-120.09497,7.64
93442,35.4014,-120.79994,8.06
93444,35.03591,-120.50256,9.34
93445,35.04407,-120.62071,5.75
93446,35.65907,-120.71758,20.79
93449,35.16093,-120.65334,4.86
93450,36.08542,-120.81852,14.21
93451,35.93254,-120.56086,21.2
93452,35.74648,-121.22335,11.7
93453,35.24135,-120.21927,25.87
93454,34.92301,-120.25946,20.57
93455,34.84831,-120.48288,11.88
93458,34.95325,-120.49212,6.84
93460,34.67332,-119.74362,15.47
93461,35.63334,-120.26839,17.57
93463,34.60642,-120.13543,7.29
93465,35.54272,-120.7338,10.35
93501,35.0658,-118.22178,15.53
93505,35.10896,-117.95646,9.32
93510,34.45091,-118.22761,10.13
93512,37.89187,-118.55457,11.12
93513,37.03614,-118.33567,20.09
93514,37.49211,-118.39041,30.0
93516,35.00813,-117.64256,6.85
93517,38.27808,-119.27481,18.68
93518,35.38511,-118.49117,18.35
93519,35.31421,-117.96073,12.64
93522,36.3163,-117.59233,8.36
93523,34.99529,-117.88399,7.59
93524,34.90802,-117.82782,9.73
93526,36.85713,-118.25814,8.64
93527,35.92293,-118.07894,18.99
93528,35.37188,-117.6418,3.42
93529,37.77771,-119.1881,9.86
93530,36.49386,-117.89039,2.98
93531,35.23178,-118.61307,6.01
93532,34.68985,-118.53369,12.03
93534,34.71766,-118.15232,5.95
93535,34.69839,-117.88994,16.04
93536,34.73767,-118.38742,16.48
93541,38.01865,-119.05973,18.18
93543,34.47528,-117.9696,9.47
93544,34.48821,-117.75661,11.74
93545,36.61054,-118.02628,19.96
93546,37.54913,-118.83981,15.93
93549,36.29273,-117.86535,22.19
93550,34.41033,-118.05996,16.62
93551,34.58962,-118.22738,10.36
93552,34.58352,-118.02734,7.63
93553,34.44524,-117.89487,8.87
93554,35.36922,-117.75913,12.55
93555,35.58238,-117.6836,10.02
93558,35.33945,-117.58513,7.77
93560,34.87878,-118.31833,13.77
93561,35.09867,-118.51671,17.77
93562,35.70122,-117.30754,10.59
93563,34.37092,-117.81336,7.58
93581,35.11291,-118.57098,3.46
93591,34.59786,-117.81557,9.83
93601,37.39077,-119.73236,7.72
93602,37.06684,-119.38894,11.57
93603,36.48868,-118.99807,11.42
93604,37.34791,-119.52981,8.05
93605,37.17622,-119.24952,5.5
93606,36.79872,-120.01627,2.76
93608,36.50499,-120.33866,11.88
93609,36.52617,-119.86389,9.09
93610,37.08729,-120.28887,16.73
93611,36.82667,-119.68057,4.91
93612,36.81485,-119.71191,4.36
93614,37.21757,-119.73107,12.29
93615,36.50374,-119.28385,5.64
93616,36.65468,-119.59433,5.37
93618,36.52212,-119.38663,9.43
93619,36.91418,-119.59398,14.4
93620,37.0435,-120.62051,13.53
93621,36.74663,-119.10139,9.94
93622,36.78562,-120.62538,21.38
93623,37.4766,-119.67443,5.93
93624,36.37855,-120.13015,12.9
93625,36.62423,-119.67175,6.45
93626,37.04329,-119.69131,11.06
93627,36.51094,-120.10629,9.17
93628,36.77084,-118.8485,9.19
93630,36.71657,-120.12695,13.56
93631,36.48007,-119.51734,10.25
93633,36.72912,-118.95624,4.0
93634,37.22361,-119.00094,30.0
93635,37.02019,-120.8817,19.95
93636,36.98488,-119.87752,14.76
93637,36.91808,-120.18593,17.2
93638,37.04343,-120.03369,10.63
93640,36.6727,-120.43974,13.41
93641,36.70548,-119.03996,9.22
93643,37.20505,-119.51843,13.21
93644,37.41802,-119.59257,11.83
93645,37.15211,-119.62014,9.02
93646,36.63227,-119.28935,7.32
93647,36.60076,-119.17548,10.76
93648,36.62062,-119.52058,6.27
93650,36.8402,-119.80012,2.72
93651,37.00239,-119.51486,5.66
93652,36.59501,-119.90458,3.3
93653,37.25603,-119.90906,15.28
93654,36.65871,-119.40127,11.1
93656,36.45094,-119.93682,11.66
93657,36.81686,-119.4587,15.64
93660,36.60934,-120.16517,8.34
93662,36.53657,-119.63865,10.01
93664,37.04982,-119.19073,14.45
93665,36.96331,-120.65032,2.66
93666,36.54621,-119.33618,2.42
93667,36.96566,-119.31683,11.85
93668,36.65762,-120.2931,8.26
93669,37.29091,-119.54837,4.41
93670,36.48556,-119.25415,2.2
93673,36.45235,-119.48238,2.8
93675,36.72472,-119.19278,11.05
93701,36.7496,-119.78781,3.12
93702,36.73944,-119.75421,4.06
93703,36.76886,-119.76241,3.98
93704,36.80031,-119.80091,4.11
93705,36.7873,-119.82732,4.0
93706,36.6559,-119.92026,13.43
93710,36.82411,-119.76271,4.26
93711,36.83655,-119.83385,5.04
93720,36.86221,-119.76079,4.93
93721,36.73281,-119.78383,3.3
93722,36.79975,-119.87762,5.99
93723,36.78976,-119.95256,7.82
93725,36.62721,-119.73189,9.43
93726,36.79367,-119.75971,4.29
93727,36.75158,-119.69535,6.26
93728,36.7573,-119.81828,3.58
93730,36.90603,-119.75114,4.55
93737,36.75361,-119.64558,4.84
93740,36.81638,-119.74612,2.85
93741,36.76743,-119.79604,2.31
93901,36.64786,-121.63031,4.81
93905,36.68507,-121.60599,4.76
93906,36.72268,-121.63367,5.31
93907,36.76678,-121.66672,8.7
93908,36.62604,-121.60212,16.09
93920,36.05225,-121.5144,13.43
93921,36.55364,-121.92227,2.89
93923,36.40577,-121.79602,14.93
93924,36.4156,-121.63765,14.42
93925,36.58848,-121.39922,8.42
93926,36.52587,-121.39674,9.44
93927,36.27559,-121.39192,15.16
93928,36.08274,-121.47079,7.63
93930,36.1998,-121.08231,18.82
93932,35.98976,-121.06436,9.91
93933,36.67697,-121.78145,4.97
93940,36.56231,-121.80551,7.38
93943,36.59765,-121.87331,2.41
93944,36.60065,-121.91854,2.53
93950,36.6191,-121.92544,3.52
93953,36.58744,-121.94482,4.58
93954,36.17298,-120.90268,9.01
93955,36.61479,-121.78802,6.66
93960,36.40563,-121.32305,13.98
93962,36.62472,-121.64649,2.32
94002,37.51345,-122.29682,4.15
94005,37.68883,-122.40893,3.94
94010,37.57192,-122.37503,5.53
94014,37.69069,-122.44772,4.3
94015,37.68132,-122.48086,4.16
94018,37.506,-122.47332,2.69
94019,37.45567,-122.40797,9.02
94020,37.26898,-122.22155,7.88
94021,37.25035,-122.24964,5.01
94022,37.35536,-122.14494,5.82
94024,37.35039,-122.09869,4.61
94025,37.45125,-122.18234,4.63
94027,37.45707,-122.20106,4.04
94028,37.37488,-122.21268,5.78
94030,37.59971,-122.4033,3.67
94037,37.5533,-122.49583,4.13
94038,37.53572,-122.47368,4.21
94040,37.38027,-122.08522,3.74
94041,37.38824,-122.07535,3.15
94043,37.41191,-122.06892,4.64
94044,37.6066,-122.47723,5.53
94060,37.24714,-122.27349,9.78
94061,37.46115,-122.23695,3.78
94062,37.42253,-122.28582,9.3
94063,37.49331,-122.19561,4.32
94065,37.53342,-122.24956,3.38
94066,37.62539,-122.43236,4.24
94070,37.49647,-122.27256,4.25
94074,37.33171,-122.34147,6.37
94080,37.65517,-122.41838,4.9
94085,37.38862,-122.01793,3.7
94086,37.37163,-122.0232,3.9
94087,37.35162,-122.03668,4.33
94089,37.4124,-122.0156,4.24
94102,37.77956,-122.41929,2.74
94103,37.77298,-122.41134,3.06
94104,37.79141,-122.40213,2.25
94105,37.79158,-122.39373,2.64
94107,37.75855,-122.39954,3.23
94108,37.79189,-122.40852,2.46
94109,37.79449,-122.42227,2.94
94110,37.75002,-122.4152,3.4
94111,37.79836,-122.3992,2.52
94112,37.72054,-122.44317,3.66
94114,37.75821,-122.43556,3.07
94115,37.78603,-122.43737,2.97
94116,37.7454,-122.48606,3.44
94117,37.77005,-122.44428,3.03
94118,37.78015,-122.46153,3.29
94121,37.77859,-122.49591,3.45
94122,37.76046,-122.48389,3.64
94123,37.80204,-122.43397,2.94
94124,37.72899,-122.38132,3.96
94127,37.73603,-122.45721,3.24
94128,37.62195,-122.3838,3.66
94129,37.79734,-122.46447,3.39
94130,37.81965,-122.36866,2.85
94131,37.74592,-122.44147,3.29
94132,37.72221,-122.48408,3.61
94133,37.80196,-122.411,2.74
94134,37.71885,-122.4113,3.45
94158,37.77253,-122.38838,2.67
94188,37.74071,-122.38092,2.27
94301,37.44422,-122.14986,3.4
94303,37.45788,-122.1151,4.64
94304,37.39725,-122.16698,3.99
94305,37.41826,-122.17087,3.99
94306,37.4162,-122.13086,3.84
94401,37.57517,-122.31988,3.6
94402,37.5401,-122.3301,4.04
94403,37.53845,-122.30545,4.15
94404,37.556,-122.26768,3.89
94501,37.77471,-122.2781,4.56
94502,37.73949,-122.23946,3.44
94503,38.18794,-122.22364,6.72
94505,37.87127,-121.59698,5.71
94506,37.80643,-121.90242,5.92
94507,37.85429,-122.0066,5.04
94508,38.58578,-122.4442,5.63
94509,37.992,-121.81257,5.79
94510,38.11321,-122.11971,6.9
94511,38.02813,-121.62985,4.08
94512,38.13115,-121.82174,6.28
94513,37.9249,-121.68672,10.06
94514,37.82565,-121.63435,6.97
94515,38.63572,-122.61508,11.8
94516,37.82749,-122.1663,3.73
94517,37.89108,-121.89306,8.27
94518,37.95052,-122.02208,4.14
94519,37.9888,-122.01276,3.93
94520,37.99303,-122.03525,4.85
94521,37.95291,-121.9697,4.83
94523,37.95416,-122.07577,4.44
94525,38.04807,-122.22921,3.42
94526,37.81473,-121.98453,5.3
94528,37.84148,-121.95815,2.98
94530,37.92074,-122.30063,3.89
94531,37.95665,-121.77779,5.4
94533,38.28075,-122.00638,6.31
94534,38.24195,-122.11827,9.99
94535,38.27094,-121.93702,4.81
94536,37.57051,-121.98125,5.41
94538,37.50137,-121.95675,5.69
94539,37.51629,-121.91189,6.55
94541,37.67376,-122.08782,4.48
94542,37.65532,-122.02583,4.67
94544,37.63351,-122.05677,5.0
94545,37.62976,-122.12424,5.46
94546,37.7454,-122.10313,5.63
94547,38.00659,-122.25716,4.16
94548,37.97429,-121.65144,3.38
94549,37.90114,-122.11908,6.04
94550,37.51998,-121.5756,16.97
94551,37.75051,-121.74925,10.26
94552,37.70578,-122.00759,8.53
94553,37.9783,-122.15711,9.13
94555,37.54759,-122.09822,5.38
94556,37.83197,-122.10592,5.99
94558,38.38914,-122.18841,20.2
94559,38.25113,-122.29609,7.86
94560,37.50425,-122.03191,6.07
94561,37.99348,-121.69122,5.78
94562,38.43065,-122.40885,2.48
94563,37.87387,-122.20531,6.11
94564,37.99056,-122.2725,4.37
94565,38.00859,-121.92831,8.11
94566,37.64873,-121.84802,6.09
94567,38.66702,-122.40701,9.74
94568,37.71597,-121.90114,5.69
94569,38.04409,-122.19194,3.03
94571,38.15207,-121.75977,11.48
94572,38.02386,-122.23279,4.75
94573,38.45886,-122.42883,3.13
94574,38.54245,-122.41992,12.12
94575,37.84096,-122.1095,2.36
94576,38.54926,-122.4758,2.48
94577,37.71666,-122.16927,4.59
94578,37.70676,-122.12556,3.94
94579,37.6865,-122.15721,3.61
94580,37.678,-122.13337,3.65
94582,37.76535,-121.91543,5.33
94583,37.77169,-121.98983,6.18
94585,38.19183,-121.93827,11.36
94586,37.56712,-121.85225,8.78
94587,37.59001,-122.07519,6.02
94588,37.79265,-121.86281,7.2
94589,38.14147,-122.24687,4.16
94590,38.09579,-122.24969,4.33
94591,38.12719,-122.19685,6.17
94592,38.091,-122.28542,4.57
94595,37.87209,-122.06897,4.07
94596,37.88901,-122.03678,4.24
94597,37.9177,-122.07182,3.83
94598,37.91692,-122.01492,6.12
94599,38.39948,-122.38024,4.56
94601,37.77576,-122.21857,3.62
94602,37.80524,-122.20423,3.73
94603,37.73927,-122.17555,3.49
94605,37.76141,-122.1502,4.7
94606,37.79137,-122.24451,3.38
94607,37.80884,-122.3047,4.21
94608,37.83684,-122.28914,3.51
94609,37.83482,-122.2642,3.17
94610,37.81233,-122.24038,3.31
94611,37.83192,-122.21579,4.45
94612,37.80771,-122.26686,2.89
94613,37.78072,-122.18303,2.45
94618,37.84482,-122.23855,3.41
94619,37.79261,-122.16008,4.62
94621,37.75113,-122.21018,4.65
94702,37.86632,-122.28635,3.03
94703,37.86371,-122.27568,3.03
94704,37.86642,-122.26092,2.84
94705,37.86521,-122.23838,3.67
94706,37.8897,-122.29586,3.1
94707,37.89836,-122.27909,3.21
94708,37.90307,-122.26194,3.66
94709,37.87829,-122.26625,2.75
94710,37.86391,-122.30647,3.33
94720,37.87196,-122.2522,2.76
94801,37.94924,-122.3972,5.08
94803,37.95684,-122.28236,5.25
94804,37.91546,-122.33782,4.31
94805,37.94221,-122.32354,3.24
94806,37.97843,-122.33642,4.54
94901,37.98071,-122.50061,5.29
94903,38.02213,-122.55881,6.05
94904,37.94723,-122.55178,4.02
94920,37.88677,-122.46262,4.32
94922,38.35681,-122.95095,3.9
94923,38.33942,-123.03453,5.99
94924,37.9669,-122.73882,6.76
94925,37.93185,-122.50774,3.63
94928,38.34593,-122.69351,4.53
94929,38.25453,-122.96237,2.88
94930,37.96979,-122.61533,5.43
94931,38.32517,-122.71698,4.53
94933,38.0175,-122.68815,3.63
94937,38.11648,-122.93035,8.81
94938,38.03024,-122.72951,4.8
94939,37.93825,-122.53595,3.39
94940,38.20397,-122.89148,6.65
94941,37.92477,-122.60018,7.58
94945,38.12269,-122.55314,6.36
94946,38.07473,-122.69527,7.54
94947,38.1062,-122.62498,6.25
94949,38.06009,-122.50641,5.32
94950,38.02116,-122.76173,4.0
94951,38.32255,-122.64489,5.26
94952,38.23455,-122.76038,14.79
94954,38.23501,-122.55737,9.16
94956,38.02145,-122.81817,7.35
94957,37.96342,-122.56181,3.08
94960,37.99702,-122.57834,4.2
94963,38.00761,-122.66475,3.15
94964,37.9406,-122.49071,2.61
94965,37.83735,-122.52748,5.47
94970,37.92588,-122.65983,4.44
94971,38.23303,-122.89696,6.28
94972,38.33664,-122.93931,3.94
94973,38.01259,-122.6394,3.8
95002,37.43867,-122.01158,4.81
95003,37.0067,-121.87821,7.17
95004,36.87476,-121.63073,6.25
95005,37.09836,-122.0893,5.12
95006,37.17127,-122.14952,8.74
95007,37.11012,-122.11435,3.14
95008,37.27917,-121.95557,4.31
95010,36.97635,-121.95472,3.07
95012,36.78883,-121.73489,5.26
95013,37.21531,-121.73961,3.21
95014,37.30835,-122.08188,6.53
95017,37.09468,-122.23747,9.17
95018,37.08387,-122.0599,5.79
95019,36.93585,-121.78448,2.95
95020,37.01621,-121.55942,13.19
95023,36.91999,-121.32219,20.04
95030,37.22165,-121.98324,4.95
95032,37.18014,-121.90155,5.92
95033,37.15828,-121.97368,10.59
95035,37.4404,-121.87469,6.3
95037,37.13182,-121.68125,11.95
95039,36.82775,-121.76529,5.79
95041,37.05053,-122.05828,2.4
95043,36.51818,-120.98291,27.11
95045,36.82581,-121.51856,8.25
95046,37.09931,-121.59924,5.94
95050,37.35043,-121.9524,4.12
95051,37.34831,-121.98444,4.33
95053,37.34846,-121.93727,2.35
95054,37.3931,-121.9648,4.3
95060,36.9932,-122.0984,8.71
95062,36.97397,-121.98985,4.04
95064,36.9916,-122.05887,3.18
95065,37.03224,-121.9844,5.0
95066,37.0672,-122.01452,5.93
95070,37.25493,-122.05218,6.83
95073,37.04068,-121.93174,6.35
95075,36.79355,-121.19197,10.71
95076,36.94578,-121.75606,12.55
95110,37.34657,-121.90975,3.94
95111,37.28385,-121.82687,4.19
95112,37.3446,-121.88344,4.45
95113,37.33401,-121.89044,2.54
95116,37.35047,-121.85255,3.71
95117,37.31007,-121.96218,3.38
95118,37.25536,-121.89191,3.83
95119,37.22697,-121.78868,3.87
95120,37.18575,-121.84274,7.69
95121,37.30461,-121.80977,3.91
95122,37.32922,-121.83482,3.99
95123,37.24424,-121.8316,4.54
95124,37.25683,-121.92281,4.33
95125,37.2956,-121.89407,4.45
95126,37.32692,-121.91678,3.66
95127,37.37167,-121.7871,5.96
95128,37.31588,-121.93643,3.8
95129,37.30596,-122.00072,3.94
95130,37.27768,-121.98624,3.09
95131,37.38727,-121.89795,4.18
95132,37.41845,-121.78798,6.75
95133,37.37172,-121.86056,3.64
95134,37.43002,-121.94526,4.99
95135,37.22336,-121.52569,12.33
95136,37.27138,-121.85251,4.07
95138,37.24561,-121.74886,6.63
95139,37.22488,-121.76386,3.0
95140,37.3515,-121.64088,9.96
95148,37.33343,-121.78167,4.55
95202,37.95974,-121.28829,2.93
95203,37.9543,-121.32932,4.25
95204,37.97374,-121.31925,4.09
95205,37.96458,-121.25984,4.72
95206,37.90847,-121.39531,12.48
95207,38.00212,-121.32498,4.44
95209,38.04686,-121.3528,4.61
95210,38.03179,-121.29789,4.5
95211,37.98026,-121.31115,2.29
95212,38.04994,-121.23297,6.18
95215,37.9494,-121.15706,10.75
95219,38.03743,-121.5125,11.82
95220,38.20023,-121.23503,8.92
95221,38.07229,-120.54847,2.44
95222,38.05133,-120.59017,13.19
95223,38.44632,-119.81296,20.76
95224,38.23132,-120.32269,5.08
95225,38.20255,-120.86415,4.83
95226,38.23747,-120.86645,3.78
95227,38.21035,-121.05126,7.6
95228,37.90727,-120.68833,10.68
95230,37.99765,-120.89468,12.62
95231,37.87379,-121.29015,4.98
95232,38.36053,-120.57724,4.02
95233,38.18619,-120.36856,3.15
95236,38.04427,-121.03925,12.25
95237,38.15395,-121.14656,4.47
95240,38.12354,-121.15908,9.5
95242,38.13707,-121.38455,10.66
95245,38.30275,-120.60947,9.59
95246,38.24971,-120.48886,9.55
95247,38.13609,-120.44394,8.23
95248,38.31771,-120.46111,7.1
95249,38.18995,-120.61956,10.18
95251,38.08006,-120.45358,5.17
95252,38.15863,-120.84325,11.69
95253,38.14717,-121.19528,3.18
95254,38.19984,-120.96424,4.01
95255,38.41985,-120.48002,8.03
95257,38.37993,-120.46802,5.11
95258,38.17207,-121.30891,3.63
95301,37.30615,-120.656,9.92
95303,37.47029,-120.67108,6.88
95304,37.68064,-121.38156,13.25
95305,37.81593,-120.36109,8.93
95306,37.3629,-120.11942,13.72
95307,37.55581,-120.95385,7.2
95309,37.87142,-120.43239,2.12
95310,38.08584,-120.37855,8.07
95311,37.70569,-120.09104,16.13
95312,37.42107,-120.65298,2.9
95313,37.41796,-121.05104,8.14
95315,37.42279,-120.77435,5.95
95316,37.53963,-120.66869,10.21
95317,37.12738,-120.50643,8.17
95318,37.66604,-119.80755,8.86
95319,37.629,-120.88513,3.44
95320,37.81856,-121.00691,10.55
95321,37.93169,-119.83615,21.24
95322,37.18197,-121.01997,13.82
95323,37.60454,-120.68369,7.08
95324,37.39315,-120.89899,7.75
95325,37.4808,-120.24486,6.95
95326,37.5891,-120.85544,6.67
95327,37.84753,-120.48656,13.44
95328,37.55804,-120.90941,2.86
95329,37.67763,-120.41805,11.8
95330,37.81345,-121.31727,6.21
95333,37.24467,-120.24274,12.04
95334,37.34968,-120.75128,8.82
95335,38.12489,-120.09315,7.82
95336,37.83027,-121.20102,7.62
95337,37.74304,-121.23838,8.12
95338,37.50701,-119.98379,18.74
95340,37.34009,-120.40641,8.54
95341,37.23105,-120.50107,13.0
95345,37.59089,-119.96346,7.6
95346,38.07048,-120.17335,4.05
95348,37.42052,-120.49961,8.97
95350,37.67173,-121.00728,4.7
95351,37.62412,-120.99732,4.71
95354,37.63903,-120.96477,4.51
95355,37.67291,-120.94659,4.78
95356,37.71857,-121.03231,6.28
95357,37.67115,-120.88627,7.7
95358,37.61163,-121.10786,11.79
95360,37.326,-121.03889,9.14
95361,37.79219,-120.78566,15.39
95363,37.37389,-121.25145,21.86
95364,38.2247,-119.75998,14.75
95365,37.30118,-120.33148,3.74
95366,37.76277,-121.12528,7.32
95367,37.7297,-120.94676,4.08
95368,37.71327,-121.0854,3.59
95369,37.5254,-120.40425,13.34
95370,37.9844,-120.34807,11.22
95372,37.99129,-120.26279,3.41
95374,37.31681,-120.85575,8.05
95375,38.22569,-119.96012,5.39
95376,37.73682,-121.434,4.51
95377,37.674,-121.51686,11.52
95379,37.96639,-120.21265,6.62
95380,37.47423,-120.87525,9.98
95382,37.52756,-120.85111,5.0
95383,38.093,-120.23281,9.39
95385,37.60982,-121.2485,6.7
95386,37.66729,-120.62209,10.84
95387,37.55438,-121.24465,6.21
95388,37.4213,-120.59959,7.57
95389,37.78413,-119.42826,17.75
95391,37.78079,-121.59805,6.71
95401,38.44914,-122.79375,6.15
95403,38.50368,-122.75406,6.21
95404,38.52573,-122.69044,9.88
95405,38.43814,-122.66906,4.03
95407,38.39466,-122.74593,6.22
95409,38.46849,-122.58214,7.37
95410,39.23494,-123.69985,6.98
95412,38.71261,-123.31415,10.63
95415,39.02051,-123.36755,8.75
95417,39.68791,-123.6507,6.45
95419,38.42347,-122.95818,2.23
95420,39.35936,-123.76601,4.45
95421,38.58357,-123.18267,12.87
95422,38.98551,-122.64253,6.71
95423,39.06738,-122.62972,12.05
95425,38.82305,-123.06386,14.58
95426,38.83342,-122.73406,6.86
95427,39.25324,-123.56925,8.82
95428,39.8248,-123.17961,17.05
95429,39.75605,-123.3587,6.58
95430,38.46142,-123.04719,2.44
95431,38.34907,-122.51618,2.32
95432,39.10849,-123.64542,9.71
95435,39.00315,-122.8748,2.11
95436,38.48683,-122.90562,6.19
95437,39.44395,-123.68592,14.09
95439,38.49056,-122.77591,3.48
95441,38.72163,-123.04729,13.38
95442,38.37822,-122.51649,6.54
95443,39.05013,-122.73963,3.85
95444,38.43262,-122.86924,2.51
95445,38.83252,-123.47253,10.58
95446,38.51943,-123.01068,7.06
95448,38.62298,-122.88912,14.34
95449,38.93614,-123.11944,12.69
95450,38.50981,-123.20804,7.55
95451,38.92214,-122.78956,10.75
95452,38.4296,-122.53674,5.68
95453,39.04593,-122.94108,10.47
95454,39.78405,-123.49579,17.9
95456,39.25889,-123.75916,5.06
95457,38.92404,-122.54908,13.04
95458,39.10901,-122.77764,7.36
95459,38.97663,-123.60485,8.99
95460,39.30524,-123.74862,7.34
95461,38.75401,-122.55211,12.02
95462,38.47336,-123.02154,3.73
95463,39.18956,-123.58059,4.44
95464,39.12625,-122.84708,3.45
95465,38.41734,-123.04601,8.3
95466,39.05692,-123.50565,11.21
95467,38.81295,-122.5481,4.46
95468,38.91889,-123.60568,9.07
95469,39.39894,-123.07525,14.34
95470,39.29902,-123.23924,9.57
95471,38.53222,-122.97359,3.71
95472,38.39881,-122.86192,9.61
95476,38.25584,-122.46091,11.42
95480,38.68469,-123.36805,4.11
95482,39.1368,-123.26109,17.57
95485,39.20847,-122.92572,10.47
95486,38.47414,-123.0242,2.13
95488,39.72718,-123.78917,9.11
95490,39.47932,-123.34816,20.83
95492,38.53049,-122.81184,6.04
95493,39.22232,-122.98549,4.55
95494,38.89645,-123.34318,12.14
95497,38.72527,-123.45831,5.54
95501,40.80201,-124.14482,4.46
95503,40.7384,-124.10782,10.31
95511,40.16603,-123.58414,7.83
95514,40.28674,-123.66229,11.21
95519,40.96301,-124.0525,8.66
95521,40.84336,-124.04533,9.05
95524,40.82084,-124.05002,4.59
95525,40.95378,-123.82444,10.74
95526,40.46153,-123.67649,12.2
95527,40.95092,-123.42112,12.88
95528,40.49699,-123.93081,10.51
95531,41.86267,-124.13054,14.5
95536,40.50124,-124.20993,13.58
95537,40.72715,-124.21918,2.5
95538,41.86834,-124.15426,3.25
95540,40.56679,-124.12598,7.3
95542,40.09325,-123.75983,15.45
95543,41.88884,-123.80277,12.79
95545,40.26155,-124.08613,12.59
95546,41.18599,-123.73149,10.49
95547,40.56946,-124.0775,4.93
95548,41.58986,-124.06069,8.79
95549,40.66668,-123.90838,12.7
95550,40.78112,-123.83597,12.58
95551,40.67499,-124.23115,7.91
95552,40.34442,-123.41722,12.62
95553,40.23115,-123.8686,9.61
95554,40.29638,-123.77714,7.19
95555,41.30255,-123.97764,11.58
95556,41.30772,-123.58741,13.76
95558,40.33758,-124.26118,13.78
95559,40.19028,-123.7483,5.89
95560,40.14273,-123.83882,5.71
95562,40.4412,-124.10041,5.69
95563,40.89425,-123.56406,9.38
95564,40.79088,-124.20475,3.66
95565,40.45519,-124.0152,7.27
95567,41.95068,-124.09709,9.18
95568,41.48486,-123.49149,10.94
95569,40.36136,-123.86212,8.72
95570,41.11375,-124.08264,8.57
95571,40.36554,-123.94428,4.33
95573,40.91493,-123.66872,11.95
95585,39.85872,-123.66617,8.95
95587,39.96968,-123.75537,5.97
95589,40.06144,-123.9798,13.22
95595,40.08756,-123.1535,23.35
95601,38.42486,-120.83028,3.3
95602,38.99149,-121.10354,8.4
95603,38.91135,-121.08576,7.43
95604,39.23853,-120.07143,2.2
95605,38.59352,-121.53987,3.79
95606,38.75641,-122.19327,7.55
95607,38.83062,-122.12604,12.45
95608,38.62694,-121.33119,5.3
95610,38.69492,-121.27221,4.56
95612,38.38471,-121.57872,9.24
95613,38.81263,-120.89171,2.97
95614,38.88624,-120.9797,7.12
95615,38.31076,-121.54182,6.18
95616,38.55415,-121.79851,6.96
95618,38.54302,-121.69054,7.15
95619,38.6806,-120.81426,4.21
95620,38.40494,-121.75438,16.1
95621,38.69549,-121.30862,4.35
95623,38.63253,-120.84401,8.07
95624,38.43415,-121.30587,8.13
95625,38.35731,-121.90864,2.87
95626,38.73379,-121.48901,7.57
95627,38.73451,-122.02535,8.57
95628,38.6521,-121.25438,5.26
95629,38.51279,-120.68752,8.86
95630,38.66278,-121.14011,6.65
95631,39.05494,-120.75397,13.98
95632,38.27445,-121.2592,11.66
95633,38.8492,-120.82238,7.7
95634,38.90063,-120.70678,11.89
95635,38.91075,-120.90862,6.94
95636,38.61165,-120.48682,5.07
95637,38.85301,-122.27287,7.9
95638,38.34268,-121.07013,10.13
95639,38.40854,-121.49537,3.95
95640,38.34147,-120.94011,12.41
95641,38.15557,-121.60482,7.88
95642,38.34351,-120.76395,9.4
95645,38.89404,-121.79681,12.1
95646,38.63174,-120.01536,8.63
95648,38.92281,-121.312,12.91
95650,38.80918,-121.17137,6.34
95651,38.82088,-120.93519,5.32
95652,38.66264,-121.40083,3.76
95653,38.69707,-121.97841,4.13
95655,38.54923,-121.2786,4.8
95658,38.88118,-121.16901,6.38
95659,38.85874,-121.58991,8.15
95660,38.67887,-121.3805,4.29
95661,38.74127,-121.24927,4.72
95662,38.68917,-121.21843,4.98
95663,38.85737,-121.18253,4.68
95664,38.80128,-121.03786,7.5
95665,38.39518,-120.65275,6.09
95666,38.54138,-120.3291,10.32
95667,38.7334,-120.79135,13.81
95668,38.82755,-121.49518,9.32
95669,38.48952,-120.89164,9.9
95670,38.60427,-121.28033,5.26
95671,38.69446,-121.15375,3.1
95672,38.72226,-120.99295,6.23
95673,38.69052,-121.46566,5.66
95674,38.95395,-121.4819,7.13
95675,38.54546,-120.74291,2.41
95676,38.87433,-121.71384,3.02
95677,38.79292,-121.23201,4.83
95678,38.76535,-121.28847,5.07
95679,38.9166,-122.28528,4.21
95680,38.24141,-121.57832,3.39
95681,38.99809,-121.3542,5.59
95682,38.59897,-120.96307,10.61
95683,38.51199,-121.09626,10.44
95684,38.5661,-120.50122,13.48
95685,38.43401,-120.76202,7.74
95686,38.15779,-121.52022,7.17
95687,38.33313,-121.92015,8.06
